skills
"['Security', 'Data', 'Cybersecurity']"
"['MS SQL', 'ETL', 'Azure', 'SSIS']"
"['UML', 'BPMN', 'Scrum', 'Jira', 'Agile', 'SQL', 'AI/ML', 'process mining', 'RPA', 'UX']"
"['multi-threaded programming', 'C/C++', 'Code Review', 'Linux']"
"['TypeScript', 'React', 'Java', 'Spring', 'Node.js']"
"['MS SQL', 'Oracle', 'Azure']"
"['Google Cloud Platform', 'Google Container Registry', 'Google Compute Engine', 'Docker', 'SQL', 'CI/CD', 'Network Security', 'Terraform']"
"['Windows 10', 'MS Office', 'Microsoft Intune', 'Active Directory']"
"['MS SQL Server', 'Hyper-V', 'MS Windows Server', 'VMware', 'Active Directory']"
"['Cloud', 'Jenkins', 'Linux', 'RabbitMQ', 'Druid', 'Kafka', 'Cassandra']"
"['AWS', 'GitLab', 'Terraform', 'Kubernetes']"
"['AWS', 'CI/CD', 'Terraform']"
"['Figma', 'UX Design', 'Design Application']"
"['Unix', 'ITIL', 'Service Desk']"
"['MS Excel', 'SaaS', 'ITIL', 'ITSM', 'ISO 27001']"
"['SQL', 'JavaScript', 'Ruby on Rails']"
"['Helm', 'Kubernetes']"
['SAP']
"['SAP', 'SAP HCM', 'SAP HCM PY']"
"['MS SQL', 'Oracle', 'Azure']"
"['PHP', 'Symfony', 'Laravel', 'React', 'JavaScript']"
"['SAP FI/CO', 'Serrala FS² Payments', 'AutoBank', 'ASM']"
"['CI/CD', 'Dart', 'Flutter']"
"['SAP TM', 'SAP SD', 'SAP Retail']"
"['.Net', 'Azure', 'SQL', 'RESTful API']"
"['Data modeling', 'SQL', 'Databases', 'SAP HANA', 'Analytics', 'Git']"
"['Business Analysis', 'Communication', 'Analytical Thinking', 'Agile', 'Jira', 'Confluence', 'AI', 'RPA']"
"['.Net', 'Angular', 'RESTful API', 'HTML5']"
"['SAP HANA', 'SAP ABAP', 'Leadership', 'ERP', 'Scrum', 'Agile']"
"['Data modeling', 'SAP Datasphere', 'SAP HANA', 'Databases', 'SQL', 'Git']"
"['sap ui5', 'SAP', 'CSS3', 'JavaScript', 'jQuery', 'HTML5', 'MVC', 'Angular', 'React']"
"['Analytical Thinking', 'Jira', 'Confluence']"
"['Machine Learning', 'Data cloud', 'AI', 'Salesforce', 'English', 'Agentforce', 'DevOps tools']"
"['JUnit', 'Hibernate', 'PL/SQL', 'SQL', 'Spring', 'Spring Boot']"
"['Git', 'Android Studio', 'TypeScript', 'Vue/React/Angular', 'Java', 'SASS/SCSS', 'Kotlin', 'Capacitor', 'Ionic']"
"['Scala', 'Spark', 'Hadoop', 'ETL']"
"['Swift', 'RxSwift', 'MVVM', 'REST API', 'XCode', 'Git']"
"['Git', 'PostgreSQL', 'Symfony', 'MySQL', 'English', 'PHP 7.x']"
"['Salesforce', 'AWS', 'Apex', 'Lightning', 'REST', 'DevOps']"
"['Java', 'Spring Boot', 'Cloud', 'Databases', 'NoSQL', 'Kafka']"
"['TypeScript', 'XCode', 'Vue/React/Angular', 'Swift', 'SASS/SCSS', 'Git', 'Capacitor', 'Ionic']"
"['IT Support', 'Microsoft Windows', 'Office 365', 'LAN', 'Powershell']"
"['Python', 'SAS', 'Power BI']"
"['Python', 'SAS', 'Power BI']"
"['Jira', 'SQL', 'ITIL']"
['UX/UI']
"['UML', 'REST', 'BPMN', 'MS SQL', 'Enterprise Architect']"
"['Salesforce', 'Apex', 'Visualforce', 'REST', 'SOAP', 'Analytical Thinking', 'Communication', 'Agile']"
"['ABAP', 'SAP', 'Agile', 'Design Patterns']"
"['Machine Learning', 'PyTorch', 'AI', 'NumPy', 'TensorFlow', 'Pandas']"
"['LLM', 'AI', 'Python']"
"['SIEM', 'GCP', 'Azure', 'IT Security', 'Windows', 'Linux', 'Oracle DB', 'Python', 'Powershell']"
"['SAP HCM PA', 'SAP', 'SAP HCM PY', 'SAP HCM', 'SAP HANA']"
"['English', 'Autosar']"
"['SAP', 'SAP PP', 'SAP QM', 'SAP HANA']"
"['Security', 'IT Security', 'Python', 'Communication', 'Automation Tools']"
"['Java', 'Event-Driven Architecture', 'TypeScript', 'REST', 'Microservices', 'Redux', 'MOBX', 'React', 'JavaScript', 'HTTP']"
"['Machine Learning', 'Git', 'Bash', 'PyTorch', 'NumPy', 'Kubernetes', 'Python', 'Docker', 'Big Data', 'KServe']"
"['ASP.NET MVC', 'C#', 'HTML5 / CSS3', 'Swagger', 'MySQL', '.Net', 'Oracle']"
"['Manual Testing', 'SoapUI', 'Postman', 'SQL']"
"['PL/SQL', 'SoapUI', 'Postman', 'Cypress', 'Java', 'SQL', 'JavaScript', 'Selenium WebDriver']"
"['Bazy Danych', 'PostgreSQL', 'ETL', 'PL/SQL', 'MySQL', 'SQL', 'Oracle']"
"['TypeScript', 'React', 'Docker']"
"['Docker', 'Java EE', 'REST API', 'Java', 'Java 8', 'Spring', 'Maven', 'Hibernate']"
"['DevSecOps', 'CI/CD']"
"['PHP 7', 'PHP 8', 'OOP', 'Docker', 'MySQL', 'English', 'Laravel', 'PHPUnit', 'Symfony']"
"['Node.js', 'React', 'JavaScript', 'TypeScript', 'AWS', 'RESTful', 'GraphQL', 'Machine Learning', 'AI modeling', 'Azure']"
"['DevOps', 'Jenkins', 'Docker', 'Linux', 'Kubernetes', 'Bitbucket']"
"['TypeScript', 'Node.js', 'Serverless', 'JavaScript', 'AWS', 'PostgreSQL', 'MySQL', 'MongoDB']"
"['SAP', 'SAP MM', 'SAP HANA', 'ABAP']"
"['Power Apps', 'Power Automate', 'Power BI']"
"['CI/CD pipelines', 'ELT', 'Azure Data Factory', '.Net', 'Microsoft Azure Cloud', 'Azure Logic App']"
"['AWS', 'Jenkins', 'Prometheus', 'Grafana', 'GitLab', 'Kubernetes', 'Bash', 'PHP', 'Rust', 'Python']"
"['Git', 'Cloud', 'Python', 'Docker', 'Kubernetes', 'React', 'Flask', 'Other languages']"
"['CodeReview', 'Git', 'TypeScript', 'Flask', 'React', 'JavaScript', 'Python']"
"['PHP', 'HTML', 'MySQL', 'CSS', 'Linux', 'JavaScript']"
"['Git', 'Cloud', 'Kubernetes', 'Python', 'Docker', 'Terraform', 'Flask']"
"['Git', 'Cloud', 'Python', 'Docker', 'Kubernetes', 'React', 'Other languages', 'Flask']"
"['Ukrainian', 'English', 'AI', 'Google', 'Bing']"
"['HTML5 / CSS3', 'Node.js', 'Angular', 'Docker', 'React', 'JavaScript', 'UX/UI']"
"['ServiceNow', 'ITIL', 'ITSM', 'CMDB']"
"['SAP', 'SAP SD', 'SAP HANA', 'ABAP']"
"['Azure', 'Terraform', 'Kubernetes']"
"['Matlab', 'Autosar', 'C', 'Jira']"
['Adobe Photoshop']
"['Python', 'Django', 'REST API', 'English', 'Celery', 'Django Rest Framework', 'Flask', 'Git']"
"['CRM', 'ERP', 'Jira', 'SQL', 'SAS']"
"['Kotlin', 'Android', 'MVVM', 'RxJava', 'Android SDK', 'Git']"
"['Kotlin', 'MVVM', 'RxJava', 'Android SDK', 'Git', 'Android']"
"['DB2', 'MS SQL', 'PostgreSQL', 'Azure']"
"['iGaming', 'Slot Games', 'TypeScript', 'pixi.js', 'JavaScript']"
"['Relational Databases', 'SQL', 'Python']"
"['Automated Testing', 'AWS', 'Test Automation', 'Robot Framework', 'Python', 'Analytical Thinking']"
"['Machine Learning', 'SQL', 'Python', 'AWS']"
['IT Security']
"['Microsoft Power Apps', 'Power Fx', 'SharePoint', 'Microsoft 365', 'SQL Server', 'Dynamics 365', 'JavaScript', 'HTML', 'CSS', 'PCF']"
"['Java', 'TypeScript', 'JavaScript']"
"['BPM', 'JavaScript', 'TypeScript', 'MS SQL', 'IBM']"
"['Power BI', 'Microsoft Power Apps', 'Data modeling', 'Power Automate', 'Analytical Thinking', 'Leadership', 'HTML', 'CSS', 'JavaScript']"
['Salesforce']
"['Cloud-native', 'Azure', 'IaC', 'Terraform', 'TypeScript', 'OOP', 'GitHub']"
"['Architecture', 'SOA', 'BI', 'ESB', 'Confluence', 'Jira', 'Enterprise Architect']"
"['Web Dynpro', 'ABAP', 'SAP', 'English', 'SAP HCM']"
"['TypeScript', 'CI/CD', 'Node.js', 'Relational Databases', 'React', 'JavaScript', 'AWS', 'Nest.js', 'Next.js', 'EventBridge']"
"['JavaScript', 'Angular', 'RxJS', 'HTML/CSS', 'Git']"
"['AWS', 'Jenkins', 'Bash', 'Docker', 'GitHub', 'GitLab', 'Linux', 'Helm', 'Kubernetes']"
"['TypeScript', 'Node.js', 'React', 'Java', 'JavaScript', 'AWS', 'PostgreSQL', 'CI/CD', 'OWASP', 'Kafka']"
"['Azure', 'Spring Boot', 'Spring Security', 'Oracle', 'Kubernetes', 'Docker']"
"['ETL', 'REST', 'CI/CD']"
"['Salesforce', 'Agile', 'Jira']"
"['AWS', 'Jenkins', 'Bash', 'Docker', 'GitHub', 'GitLab', 'Linux', 'Helm', 'Kubernetes']"
['Excel']
"['CSS3', 'HTML5', 'JavaScript', 'Webpack', 'Twig', 'Bootstrap']"
['Excel']
"['Quality Engineering', 'Test Automation', 'Python', 'Security', 'Go', 'Network']"
"['Big Data', 'Python', 'Spark', 'Databricks', 'Azure', 'JSON', 'SQL', 'NoSQL', 'ETL', 'Scala']"
"['Java', 'Scala', 'System Design', 'Data Structures', 'Databricks', 'Apache Spark']"
"['Microsoft Dynamics 365', 'Power Platform', 'Microsoft Azure Cloud', 'CI/CD', 'Scrum', 'Agile']"
"['ServiceNow', 'JavaScript', 'CSS', 'HTML']"
['Excel']
"['DevOps tools', 'DevOps', 'Go', 'Jenkins', 'GitHub', 'Docker', 'Kubernetes', 'IaC', 'Terraform', 'CI/CD']"
"['AWS', 'PySpark', 'Power BI', 'Azure', 'Google Cloud', 'SQL', 'Python', 'data analysys', 'Business Intelligence', 'Big Data']"
"['ServiceNow', 'Communication', 'Agile', 'ITIL', 'Team Leadership', 'Contact with a client', 'JavaScript', 'HTML', 'CSS', 'Angular']"
"['UX/UI', 'regular']"
"['ServiceNow', 'Business Analysis', 'Agile', 'ITIL']"
"['PySpark', 'Power BI', 'Google BigQuery', 'GitLab', 'Databricks', 'Kafka', 'SQL', 'Python', 'Apache Spark']"
"['English', 'ICT', 'Enterprise Architect']"
"['Kedro', 'Python 3', 'CI/CD pipelines', 'Spark', 'Airflow', 'Django', 'Docker', 'Kubernetes', 'Databricks']"
"['Automotive Electronics Control Units', 'Electrical Engineering']"
"['VoIP protocols', 'CCIE Voice/Collaboration certification', 'PSTN connections']"
"['Polish', 'English', 'Google', 'Bing']"
"['Machine Learning', 'PySpark', 'Relational Databases', 'Databricks', 'Python', 'Data Science', 'Testing']"
"['CI/CD', 'PySpark', 'SQL', 'Python', 'Cloud Solutions', 'Java', 'Scala', 'Apache Spark', 'Docker', 'API']"
"['DevOps', 'Big Data', 'Cloud', 'Snowflake', 'SQL']"
"['Git', 'Appium', 'detox', 'Maestro', 'CI/CD']"
"['Agile', 'Waterfall', 'ISEB Business Analysis', 'BPMN', 'UML', 'IREB', 'PMI', 'IIBA', 'IPMA', 'Branża energetyczna']"
"['WordPress', 'PHP', 'WooCommerce', 'HTML', 'CSS', 'make.com', 'Bubble', 'OpenAI', 'MySQL', 'PrestaShop']"
"['.NET C#', 'React', 'T-SQL', 'Entity Framework', 'Microsoft SQL', 'DevOps', 'TypeScript', 'Azure', 'Redux']"
"['React', 'JavaScript', 'TypeScript', 'Elixir', 'React Native']"
"['Cisco SDA', 'BGP', 'OSPF', 'Lisp', 'VXLAN', 'Cisco Meraki', 'VMware NSX', 'SD-WAN', 'Ansible', 'Python']"
"['Azure', 'Databricks', 'Data Lakehouse', 'Delta Lake']"
"['PL SQL', 'Oracle', 'Oracle APEX', 'SQL', 'ETL', 'BI', 'English']"
"['Microsoft Azure', 'Microsoft Dynamics 365', 'English', 'Microsoft Power Platform', 'German']"
"['English', 'Polish', 'Project Management', 'Agile', 'German']"
"['Hibernate', 'Java', 'Spring Boot', 'Angular']"
"['PySpark', 'Data', 'English', 'Databricks', 'Azure Services', 'SQL']"
"['Testing', 'Umiejętności analityczne', 'Confluence', 'Jira', 'SQL']"
"['CI/CD', 'Docker', 'Kubernetes', 'GitLab', 'Terraform', 'Python']"
"['Stakeholder Management', 'Business Analysis', 'English', 'Agile', 'eCommerce', 'web projects', 'digital', 'AI']"
"['Kotlin', 'Java', 'Spring Boot', 'RESTful API', 'Kafka', 'Google Pubsub', 'Redis', 'SQL', 'NoSQL', 'GCP']"
"['C#', '.Net', 'Solid', 'MongoDB', 'banking']"
"['C++', 'LUA', 'Roblox']"
"['Node.js', 'Go', 'MongoDB', 'Kafka', 'Java', 'Elasticsearch', 'Ruby']"
"['Python', 'Git', 'Docker', 'Kubernetes', 'Cloud', 'Prometheus', 'Grafana', 'Terraform', 'MLflow']"
"['Machine Learning', 'CNN', 'GAN', 'Python', 'SQL', 'MongoDB', 'Git', 'SciPy', 'NumPy', 'Pandas']"
"['DevOps', 'CI/CD', 'GitOPS', 'GitLab', 'Terraform', 'Kubernetes', 'Python']"
"['Angular', 'Azure', '.Net']"
"['Data', 'Security', 'DLP']"
"['C#', 'Haskell', 'F#', 'Scala']"
"['SBOM', 'Vulnerabilities Monitoring', 'SAST', 'Security development', 'SCA', 'programming skills']"
"['Algorithms', 'OOP', 'SQL', 'Databases', 'C#', 'HTML', 'CSS', 'JavaScript', 'Analytical Thinking']"
"['CI/CD', 'Salesforce', 'TDD', 'MuleSoft']"
"['C#', '.NET Core', 'ASP.NET Web API', 'HTML', 'CSS', 'JavaScript', 'Git', 'OOP', 'SOLID Principles', 'Angular']"
"['Machine Learning', 'AI', 'Python']"
"['Machine Learning', 'Git', 'SciPy', 'NumPy', 'MongoDB', 'Pandas', 'SQL', 'CNN', 'Python', 'GAN']"
"['PEGA', 'API', 'SDLC', 'Agile']"
"['Node.js', 'Go', 'MongoDB', 'Kafka', 'Java', 'Elasticsearch', 'Ruby']"
"['Java', 'REST API', 'English', 'AWS', 'Computer science', 'Docker', 'Azure', 'Kubernetes', 'RTP', 'SIP']"
"['Adobe CC', 'MS Word', 'WCAG', 'NVDA']"
"['English', 'MAUI', 'Xamarin', 'Docker', 'Azure']"
"['MuleSoft', 'RESTful API', 'Microservice Architecture', 'JMS', 'Kafka', 'Salesforce', 'SQL', 'NoSQL', 'AWS', 'CI/CD']"
"['NLP', 'Python']"
"['Symfony', 'MySQL', 'PHP 7.x', 'Git', 'Docker', 'English', 'AWS']"
['Microsoft 365']
"['Python', 'PostgreSQL', 'Django', 'Docker', 'Linux', 'Django Rest Framework']"
"['Analytical Thinking', 'Python', 'PySpark', 'Business Analysis']"
"['Power BI', 'Microsoft', 'Docker', 'Cybersecurity']"
"['CRM', 'Push Notifications', 'AEP', 'Insider']"
"['Java', 'Kubernetes', 'Azure', 'Apache Kafka', '.Net']"
['SAP SuccesFactor']
"['Jenkins', 'Docker', 'Kubernetes', 'PostgreSQL', 'Prometheus', 'Grafana', 'PHP']"
['ServiceNow']
['Cybersecurity']
"['Azure', 'Docker', 'GCP', 'Terraform', 'Kubernetes', 'Apache Hadoop']"
"['PostgreSQL', 'Symfony', 'PHP', 'CI/CD', 'RabbitMQ', 'Docker', 'Google Cloud Platform', 'JavaScript', 'Elasticsearch']"
"['Infrastructure security', 'ISSP', 'Bash', 'Powershell', 'Cloud Platforms', 'Python']"
"['PostgreSQL', 'Ansible AWX', 'Bash', 'Google Kubernetes Engine', 'ELK-stack', 'MariaDB', 'GitLab', 'Confluence', 'Jira', 'Java']"
"['IAM', 'VB.Net', '.NET C#', 'Powershell', 'IGA (One Identity)', 'MS SQL', 'C#.NET']"
"['Kubernetes', 'Azure', 'Azure DevOps', 'Git']"
"['DevOps', 'Cloud', 'Bash', 'Powershell', 'Python']"
['Python']
['PHP']
"['SAP EWM', 'SAP', 'SAP MFS']"
"['Android Jetpack', 'Android SDK', 'REST', 'Testing', 'RxJava 2', 'Dagger 2']"
"['English', 'Programming', 'Java']"
"['Azure', 'SQL', 'Apache Spark', 'Synapse', 'Delta Lake', 'Data Lakehouse', 'Databricks', 'Microsoft Fabric']"
"['SQL', 'ORM', 'Spring WebFlux', 'PostreSQL', 'Test Containers', 'Keycloak']"
"['Windows Server', 'Compose', 'Bash', 'Ansible', 'Docker', 'Powershell', 'Apache', 'Linux', 'SCOM', 'Zabbix']"
"['PHP', 'Git', 'REST API', 'MySQL', 'WooCommerce', 'Magento', 'JavaScript', 'PHPUnit']"
"['Angular', 'TypeScript', 'HTML', 'Less', 'SASS', 'Figma', 'Solid', 'KISS', 'DRY', 'RWD']"
"['F5 Load Balancers', 'Cisco', 'Public Cloud platforms']"
"['F5 Load Balancers', 'Cisco', 'next-Gen firewalls', 'Public Cloud platforms']"
"['Cisco', 'next-Gen firewalls', 'Load Balancers', 'Public Cloud platforms']"
"['Microsoft Dynamics 365 Customer Engagement', 'C#', '.Net']"
"['Data', 'Analytical Thinking', 'Data modeling', 'SQL', 'ETL tools', 'Salesforce', 'Data Warehousing', 'API', 'PostgreSQL']"
"['ERP', 'SAP S/4HANA', 'MS SQL']"
"['Java', 'Software Development', 'Angular', 'TDD', 'Unit Testing', 'Spring', 'Cloud', 'Agile', 'Kubernetes']"
"['Software Development', 'Java', 'Hadoop', 'Spark', 'Flink', 'Cloud', 'Linux', 'Kubernetes', 'Docker', 'Big Data']"
"['Machine Learning', 'PyTorch', 'TensorFlow', 'Python', 'Generative AI', 'Data Science']"
"['Azure Databricks', 'MS SQL', 'Data Engineering', 'Data Warehousing', 'Power BI', 'Azure Data Factory', 'Azure Data Lake', 'Python', 'Azure DevOps', 'Data Vault']"
"['Backend', 'Python', 'Databases', 'Linux / Unix']"
"['Cisco', 'Agile', 'SQL', 'Active Directory', 'Python']"
"['C#', 'Git', 'Selenium', 'REST API', 'Microsoft Azure Cloud', 'Appium', 'SQL', 'XUnit', 'SpecFlow', 'NUnit']"
"['Backend', 'AI', 'rag', 'Teamwork', 'Software Architecture', 'Machine Learning', 'Databases', 'Python', 'Kubernetes', 'Front-End']"
"['Cybersecurity', 'Analytics', 'SQL', 'Power BI']"
"['Citrix', 'Powershell']"
"['SAP S/4HANA', 'BASIS', 'SUSE', 'Linux', 'SQL', 'SAP PO', 'Java VMware', 'SAP EWM']"
"['Microsoft Dynamics 365 Customer Engagement', '.Net', 'C#', 'JavaScript']"
"['Symfony', 'PHP 7', 'SQL', 'TypeScript', 'AI in projects', 'OpenAI API', 'Amazon AWS']"
"['PHP', 'MySQL', 'Git', 'Symfony', 'Docker', 'Redis', 'RabbitMQ', 'Varnish', 'Elasticsearch']"
"['AWS', 'C#', 'Azure', 'Google Cloud', 'SQL']"
"['Scrum', 'Communication Skills', 'Agile', 'Facilitation', 'Team Player', 'Problem Solving', 'cricital thinging']"
"['SAFe', 'Agile', 'Scrum Master']"
"['Customer Support', 'English', 'Salesforce', 'CPQ']"
"['Figma', 'Adobe CC']"
"['English', 'Scrum', 'Business Analysis', 'Analytics', 'Agile']"
"['PostgreSQL', 'webservices', 'SOA', 'REST API', 'Kafka', 'MQRabbit', 'Java', 'SQL', 'Oracle', 'SOAP']"
"['RPA', 'Testing', 'Jira', 'Confluence']"
"['Nest.js', 'Next.js', 'React', 'TypeScript', 'CI/CD', 'Redux']"
"['TypeScript', 'Kotlin', 'Java', 'Python', 'Machine Learning', 'DevOps', 'Cloud']"
"['English', 'Amazon AWS', 'Software Development']"
['AutoCAD']
"['TypeScript', 'Docker', 'Vue', 'AWS', 'ReactJS', 'NodeJS', 'PostgreSQL', 'Svelte', 'Node.js', 'Databricks']"
"['PHP 8', 'MariaDB', 'English', 'Git', 'REST API', 'JS', 'Responsive Web Design', 'Azure DevOps']"
"['Node.js', 'PostgreSQL/MongoDB', 'Nest.js', 'TypeScript', 'Docker', 'Kubernetes']"
"['Python', 'Flask', 'JavaScript', 'HTML', 'CSS', 'RESTful API', 'CI/CD']"
"['Next.js', 'React']"
"['LLM', 'AI', 'NumPy', 'ML', 'Pandas', 'SQL', 'Python']"
"['PHP', 'Magento 2']"
"['Powershell', 'Azure', 'Terraform', 'Linux', 'VMware', 'Bicep']"
"['Polish', 'iOS', 'SOLID Principles', 'XCode', 'Swift', 'Git', 'Testing', 'Jira', 'English']"
"['Playwright', 'e2e testing', 'JavaScript', 'Accaptance testing', 'Unit Testing', 'Selenium']"
['Salesforce']
"['NgRx', 'TypeScript', 'Angular', 'Scrum', 'Jira', 'Front-End', 'JavaScript', 'German', 'Linux', 'Automated Testing']"
"['PHP 8', 'Symfony', 'API', 'Relational Databases']"
"['Architecture', 'Cloud', 'Big Data']"
"['PostgreSQL', 'BPMN']"
"['English', 'SQL', 'Polish', 'Python', 'LLMs', 'AI', 'NumPy', 'ML', 'Pandas']"
"['Git', 'Machine Learning', 'Algorithms', 'AI', 'API Testing', 'Test Cases', 'English', 'Python', 'TypeScript', 'React']"
"['Leadership', 'Architecture', 'Cloud', 'TOGAF']"
"['DevOps', 'Scripting']"
